"Sample","Location","MFI","Antigen"
"S2","PNG",7799,"RBP2b.P87"
"S2","PNG",19246.5,"LF016"
"S2","PNG",8804,"PvCSS"
"S3","PNG",7221,"LF005"
"S3","PNG",11302,"EBP"
"S3","PNG",18332,"LF010"
"S3","PNG",5819,"PTEX150"
"S3","PNG",6538,"RBP2b.P87"
"S3","PNG",16693,"LF016"
"S3","PNG",6323,"PvCSS"
"S4","PNG",5033,"LF005"
"S4","PNG",8978,"EBP"
"S4","PNG",14042.5,"LF010"
"S4","PNG",4091.5,"PTEX150"
"S4","PNG",5091,"RBP2b.P87"
"S4","PNG",12935,"LF016"
"S4","PNG",4421,"PvCSS"
"S5","PNG",2825,"LF005"
"S5","PNG",6101.5,"EBP"
"S5","PNG",9902,"LF010"
"S5","PNG",2361.5,"PTEX150"
"S5","PNG",4030,"RBP2b.P87"
"S5","PNG",9103.5,"LF016"
"S5","PNG",2388,"PvCSS"
"S6","PNG",1681,"LF005"
"S6","PNG",3901,"EBP"
"S6","PNG",6243,"LF010"
"S6","PNG",1469,"PTEX150"
"S6","PNG",2463.5,"RBP2b.P87"
"S6","PNG",5932,"LF016"
"S6","PNG",1405,"PvCSS"
"S7","PNG",977.5,"LF005"
"S7","PNG",2130,"EBP"
"S7","PNG",4027.5,"LF010"
"S7","PNG",909,"PTEX150"
"S7","PNG",1616,"RBP2b.P87"
"S7","PNG",3451.5,"LF016"
"S7","PNG",783,"PvCSS"
"S8","PNG",583,"LF005"
"S8","PNG",1279,"EBP"
"S8","PNG",2367,"LF010"
"S8","PNG",548.5,"PTEX150"
"S8","PNG",952,"RBP2b.P87"
"S8","PNG",2100.5,"LF016"
"S8","PNG",430,"PvCSS"
"S9","PNG",316.5,"LF005"
"S9","PNG",731,"EBP"
"S9","PNG",1391,"LF010"
"S9","PNG",290.5,"PTEX150"
"S9","PNG",548,"RBP2b.P87"
"S9","PNG",1224,"LF016"
"S9","PNG",211,"PvCSS"
"S10","PNG",176,"LF005"
"S10","PNG",424.5,"EBP"
"S10","PNG",848,"LF010"
"S10","PNG",157,"PTEX150"
"S10","PNG",374,"RBP2b.P87"
"S10","PNG",693.5,"LF016"
"S10","PNG",101,"PvCSS"
"S1","PNG",12258,"LF005"
"S1","PNG",16805,"EBP"
"S1","PNG",27095.5,"LF010"
"S1","PNG",10891.5,"PTEX150"
"S1","PNG",8575,"RBP2b.P87"
"S1","PNG",23939.5,"LF016"
"S1","PNG",12978,"PvCSS"
"S2","PNG",10106,"LF005"
"S2","PNG",14010,"EBP"
"S2","PNG",23437.5,"LF010"
"S2","PNG",7918,"PTEX150"
"S2","PNG",7653,"RBP2b.P87"
"S2","PNG",20655.5,"LF016"
"S2","PNG",9433,"PvCSS"
"S3","PNG",7224.5,"LF005"
"S3","PNG",11107,"EBP"
"S3","PNG",17947.5,"LF010"
"S3","PNG",5615,"PTEX150"
"S3","PNG",6427,"RBP2b.P87"
"S3","PNG",16430,"LF016"
"S3","PNG",6539,"PvCSS"
"S4","PNG",4540,"LF005"
"S4","PNG",8131,"EBP"
"S4","PNG",12936.5,"LF010"
"S4","PNG",3401,"PTEX150"
"S4","PNG",4878,"RBP2b.P87"
"S4","PNG",12351,"LF016"
"S4","PNG",3837.5,"PvCSS"
"S5","PNG",2665,"LF005"
"S5","PNG",5968,"EBP"
"S5","PNG",9460,"LF010"
"S5","PNG",2233,"PTEX150"
"S5","PNG",3416,"RBP2b.P87"
"S5","PNG",8738,"LF016"
"S5","PNG",2342.5,"PvCSS"
"S6","PNG",1580,"LF005"
"S6","PNG",3360.5,"EBP"
"S6","PNG",5951.5,"LF010"
"S6","PNG",1388,"PTEX150"
"S6","PNG",2258.5,"RBP2b.P87"
"S6","PNG",5602,"LF016"
"S6","PNG",1292,"PvCSS"
"S7","PNG",933,"LF005"
"S7","PNG",2018,"EBP"
"S7","PNG",3523,"LF010"
"S7","PNG",838,"PTEX150"
"S7","PNG",1578,"RBP2b.P87"
"S7","PNG",3223,"LF016"
"S7","PNG",730,"PvCSS"
"S8","PNG",526,"LF005"
"S8","PNG",1228,"EBP"
"S8","PNG",2164,"LF010"
"S8","PNG",479,"PTEX150"
"S8","PNG",900,"RBP2b.P87"
"S8","PNG",1880,"LF016"
"S8","PNG",365.5,"PvCSS"
"S9","PNG",272,"LF005"
"S9","PNG",663,"EBP"
"S9","PNG",1298,"LF010"
"S9","PNG",252.5,"PTEX150"
"S9","PNG",537,"RBP2b.P87"
"S9","PNG",1082,"LF016"
"S9","PNG",180.5,"PvCSS"
"S10","PNG",152,"LF005"
"S10","PNG",378.5,"EBP"
"S10","PNG",764.5,"LF010"
"S10","PNG",141.5,"PTEX150"
"S10","PNG",309.5,"RBP2b.P87"
"S10","PNG",630.5,"LF016"
"S10","PNG",96,"PvCSS"
"S1","PNG",13555,"LF005"
"S1","PNG",17323,"EBP"
"S1","PNG",27677,"LF010"
"S1","PNG",11765,"PTEX150"
"S1","PNG",9114.5,"RBP2b.P87"
"S1","PNG",24790,"LF016"
"S1","PNG",13426.5,"PvCSS"
"S2","PNG",10045,"LF005"
"S2","PNG",14013,"EBP"
"S2","PNG",23497,"LF010"
"S2","PNG",7952.5,"PTEX150"
"S2","PNG",7531,"RBP2b.P87"
"S2","PNG",20614,"LF016"
"S2","PNG",9361,"PvCSS"
"S3","PNG",7580.5,"LF005"
"S3","PNG",11588,"EBP"
"S3","PNG",19688,"LF010"
"S3","PNG",5929,"PTEX150"
"S3","PNG",6209.5,"RBP2b.P87"
"S3","PNG",17123,"LF016"
"S3","PNG",7138,"PvCSS"
"S4","PNG",5300.5,"LF005"
"S4","PNG",8715.5,"EBP"
"S4","PNG",14082.5,"LF010"
"S4","PNG",4066,"PTEX150"
"S4","PNG",5072,"RBP2b.P87"
"S4","PNG",12917.5,"LF016"
"S4","PNG",4684,"PvCSS"
"S5","PNG",2733,"LF005"
"S5","PNG",5888,"EBP"
"S5","PNG",9738,"LF010"
"S5","PNG",2231.5,"PTEX150"
"S5","PNG",3653.5,"RBP2b.P87"
"S5","PNG",8961.5,"LF016"
"S5","PNG",2386,"PvCSS"
"S6","PNG",1592,"LF005"
"S6","PNG",3411.5,"EBP"
"S6","PNG",6313,"LF010"
"S6","PNG",1331.5,"PTEX150"
"S6","PNG",2342,"RBP2b.P87"
"S6","PNG",5804,"LF016"
"S6","PNG",1304,"PvCSS"
"S7","PNG",952,"LF005"
"S7","PNG",2047.5,"EBP"
"S7","PNG",3966,"LF010"
"S7","PNG",825.5,"PTEX150"
"S7","PNG",1505,"RBP2b.P87"
"S7","PNG",3318,"LF016"
"S7","PNG",715,"PvCSS"
"S8","PNG",588,"LF005"
"S8","PNG",1251,"EBP"
"S8","PNG",2433.5,"LF010"
"S8","PNG",520,"PTEX150"
"S8","PNG",1091,"RBP2b.P87"
"S8","PNG",2171,"LF016"
"S8","PNG",389.5,"PvCSS"
"S9","PNG",300,"LF005"
"S9","PNG",714,"EBP"
"S9","PNG",1383,"LF010"
"S9","PNG",266.5,"PTEX150"
"S9","PNG",585,"RBP2b.P87"
"S9","PNG",1187,"LF016"
"S9","PNG",192,"PvCSS"
"S10","PNG",156,"LF005"
"S10","PNG",376,"EBP"
"S10","PNG",805.5,"LF010"
"S10","PNG",143,"PTEX150"
"S10","PNG",307,"RBP2b.P87"
"S10","PNG",662,"LF016"
"S10","PNG",101,"PvCSS"
"S1","ETH",13873.5,"LF005"
"S1","ETH",12205.5,"EBP"
"S1","ETH",26159,"LF010"
"S1","ETH",4519,"PTEX150"
"S1","ETH",7494.5,"RBP2b.P87"
"S1","ETH",26716.5,"LF016"
"S1","ETH",5873.5,"PvCSS"
"S2","ETH",10354.5,"LF005"
"S2","ETH",9162.5,"EBP"
"S2","ETH",20960,"LF010"
"S2","ETH",2590,"PTEX150"
"S2","ETH",6571,"RBP2b.P87"
"S2","ETH",27263,"LF016"
"S2","ETH",3131,"PvCSS"
"S3","ETH",6679.5,"LF005"
"S3","ETH",6276.5,"EBP"
"S3","ETH",15065,"LF010"
"S3","ETH",1585,"PTEX150"
"S3","ETH",5098.5,"RBP2b.P87"
"S3","ETH",24853,"LF016"
"S3","ETH",1859,"PvCSS"
"S4","ETH",4473,"LF005"
"S4","ETH",4227,"EBP"
"S4","ETH",11102.5,"LF010"
"S4","ETH",1007,"PTEX150"
"S4","ETH",3846,"RBP2b.P87"
"S4","ETH",24178,"LF016"
"S4","ETH",1027,"PvCSS"
"S5","ETH",2290,"LF005"
"S5","ETH",2284,"EBP"
"S5","ETH",7099,"LF010"
"S5","ETH",562,"PTEX150"
"S5","ETH",2261.5,"RBP2b.P87"
"S5","ETH",21891,"LF016"
"S5","ETH",569.5,"PvCSS"
"S6","ETH",1384,"LF005"
"S6","ETH",1363.5,"EBP"
"S6","ETH",4649,"LF010"
"S6","ETH",312.5,"PTEX150"
"S6","ETH",1469.5,"RBP2b.P87"
"S6","ETH",17325,"LF016"
"S6","ETH",317.5,"PvCSS"
"S7","ETH",759,"LF005"
"S7","ETH",784,"EBP"
"S7","ETH",2549,"LF010"
"S7","ETH",180,"PTEX150"
"S7","ETH",882.5,"RBP2b.P87"
"S7","ETH",12942,"LF016"
"S7","ETH",164,"PvCSS"
"S8","ETH",414.5,"LF005"
"S8","ETH",444.5,"EBP"
"S8","ETH",1558.5,"LF010"
"S8","ETH",106,"PTEX150"
"S8","ETH",476.5,"RBP2b.P87"
"S8","ETH",8842,"LF016"
"S8","ETH",88,"PvCSS"
"S9","ETH",233.5,"LF005"
"S9","ETH",263,"EBP"
"S9","ETH",953,"LF010"
"S9","ETH",73,"PTEX150"
"S9","ETH",300,"RBP2b.P87"
"S9","ETH",5891.5,"LF016"
"S9","ETH",49,"PvCSS"
"S10","ETH",128,"LF005"
"S10","ETH",152,"EBP"
"S10","ETH",535,"LF010"
"S10","ETH",52,"PTEX150"
"S10","ETH",164,"RBP2b.P87"
"S10","ETH",3223,"LF016"
"S10","ETH",30.5,"PvCSS"
"S1","ETH",14504.5,"LF005"
"S1","ETH",12506,"EBP"
"S1","ETH",27055,"LF010"
"S1","ETH",4762.5,"PTEX150"
"S1","ETH",7799.5,"RBP2b.P87"
"S1","ETH",26420,"LF016"
"S1","ETH",5943,"PvCSS"
"S2","ETH",11160,"LF005"
"S2","ETH",9828,"EBP"
"S2","ETH",22600,"LF010"
"S2","ETH",2780,"PTEX150"
"S2","ETH",6827,"RBP2b.P87"
"S2","ETH",27277,"LF016"
"S2","ETH",3800,"PvCSS"
"S3","ETH",7050,"LF005"
"S3","ETH",6503.5,"EBP"
"S3","ETH",15812,"LF010"
"S3","ETH",1731,"PTEX150"
"S3","ETH",4954,"RBP2b.P87"
"S3","ETH",25066,"LF016"
"S3","ETH",1925,"PvCSS"
"S4","ETH",4541,"LF005"
"S4","ETH",4229,"EBP"
"S4","ETH",11044,"LF010"
"S4","ETH",1052,"PTEX150"
"S4","ETH",3747,"RBP2b.P87"
"S4","ETH",24452,"LF016"
"S4","ETH",1111,"PvCSS"
"S5","ETH",2588.5,"LF005"
"S5","ETH",2540,"EBP"
"S5","ETH",7916,"LF010"
"S5","ETH",631,"PTEX150"
"S5","ETH",2361.5,"RBP2b.P87"
"S5","ETH",22559,"LF016"
"S5","ETH",616,"PvCSS"
"S6","ETH",1485,"LF005"
"S6","ETH",1448,"EBP"
"S6","ETH",4962,"LF010"
"S6","ETH",343.5,"PTEX150"
"S6","ETH",1547,"RBP2b.P87"
"S6","ETH",18035,"LF016"
"S6","ETH",334,"PvCSS"
"S7","ETH",855,"LF005"
"S7","ETH",831,"EBP"
"S7","ETH",2835,"LF010"
"S7","ETH",198.5,"PTEX150"
"S7","ETH",926.5,"RBP2b.P87"
"S7","ETH",13730,"LF016"
"S7","ETH",172,"PvCSS"
"S8","ETH",467,"LF005"
"S8","ETH",497,"EBP"
"S8","ETH",1728,"LF010"
"S8","ETH",110,"PTEX150"
"S8","ETH",540,"RBP2b.P87"
"S8","ETH",9639.5,"LF016"
"S8","ETH",93.5,"PvCSS"
"S9","ETH",260,"LF005"
"S9","ETH",280,"EBP"
"S9","ETH",1030.5,"LF010"
"S9","ETH",75.5,"PTEX150"
"S9","ETH",313,"RBP2b.P87"
"S9","ETH",6368,"LF016"
"S9","ETH",56.5,"PvCSS"
"S10","ETH",144.5,"LF005"
"S10","ETH",173,"EBP"
"S10","ETH",595,"LF010"
"S10","ETH",52,"PTEX150"
"S10","ETH",190,"RBP2b.P87"
"S10","ETH",3986.5,"LF016"
"S10","ETH",33,"PvCSS"
"S1","ETH",14397,"LF005"
"S1","ETH",12253.5,"EBP"
"S1","ETH",27146,"LF010"
"S1","ETH",4685,"PTEX150"
"S1","ETH",7745,"RBP2b.P87"
"S1","ETH",27061,"LF016"
"S1","ETH",5816.5,"PvCSS"
"S2","ETH",10529,"LF005"
"S2","ETH",9314,"EBP"
"S2","ETH",21775,"LF010"
"S2","ETH",2568,"PTEX150"
"S2","ETH",6747,"RBP2b.P87"
"S2","ETH",28281,"LF016"
"S2","ETH",3195.5,"PvCSS"
"S3","ETH",6871,"LF005"
"S3","ETH",6420,"EBP"
"S3","ETH",15622,"LF010"
"S3","ETH",1577,"PTEX150"
"S3","ETH",5098,"RBP2b.P87"
"S3","ETH",26803,"LF016"
"S3","ETH",1731,"PvCSS"
"S4","ETH",4205,"LF005"
"S4","ETH",4119,"EBP"
"S4","ETH",10636,"LF010"
"S4","ETH",927,"PTEX150"
"S4","ETH",3232,"RBP2b.P87"
"S4","ETH",24361,"LF016"
"S4","ETH",1018,"PvCSS"
"S5","ETH",2285,"LF005"
"S5","ETH",2270,"EBP"
"S5","ETH",6894,"LF010"
"S5","ETH",544,"PTEX150"
"S5","ETH",2150,"RBP2b.P87"
"S5","ETH",20819.5,"LF016"
"S5","ETH",530,"PvCSS"
"S6","ETH",1369,"LF005"
"S6","ETH",1362.5,"EBP"
"S6","ETH",4745,"LF010"
"S6","ETH",318,"PTEX150"
"S6","ETH",1368,"RBP2b.P87"
"S6","ETH",17839.5,"LF016"
"S6","ETH",298,"PvCSS"
"S7","ETH",763.5,"LF005"
"S7","ETH",787,"EBP"
"S7","ETH",2556,"LF010"
"S7","ETH",173,"PTEX150"
"S7","ETH",879,"RBP2b.P87"
"S7","ETH",13191,"LF016"
"S7","ETH",164,"PvCSS"
"S8","ETH",397,"LF005"
"S8","ETH",433,"EBP"
"S8","ETH",1547,"LF010"
"S8","ETH",103,"PTEX150"
"S8","ETH",444,"RBP2b.P87"
"S8","ETH",8662,"LF016"
"S8","ETH",86,"PvCSS"
"S9","ETH",227,"LF005"
"S9","ETH",258,"EBP"
"S9","ETH",914.5,"LF010"
"S9","ETH",68,"PTEX150"
"S9","ETH",283,"RBP2b.P87"
"S9","ETH",5932,"LF016"
"S9","ETH",51,"PvCSS"
"S10","ETH",121,"LF005"
"S10","ETH",141.5,"EBP"
"S10","ETH",484.5,"LF010"
"S10","ETH",51,"PTEX150"
"S10","ETH",169,"RBP2b.P87"
"S10","ETH",3063,"LF016"
"S10","ETH",29,"PvCSS"
"S1","ETH",12848,"LF005"
"S1","ETH",11256.5,"EBP"
"S1","ETH",24330,"LF010"
"S1","ETH",3651,"PTEX150"
"S1","ETH",7004,"RBP2b.P87"
"S1","ETH",26336,"LF016"
"S1","ETH",4832,"PvCSS"
"S2","ETH",9745,"LF005"
"S2","ETH",8731,"EBP"
"S2","ETH",19754,"LF010"
"S2","ETH",2258,"PTEX150"
"S2","ETH",5993,"RBP2b.P87"
"S2","ETH",26020,"LF016"
"S2","ETH",2769,"PvCSS"
"S3","ETH",6752,"LF005"
"S3","ETH",6290,"EBP"
"S3","ETH",15053,"LF010"
"S3","ETH",1462,"PTEX150"
"S3","ETH",4838,"RBP2b.P87"
"S3","ETH",25472.5,"LF016"
"S3","ETH",1651,"PvCSS"
"S4","ETH",4045.5,"LF005"
"S4","ETH",3908,"EBP"
"S4","ETH",10272,"LF010"
"S4","ETH",843,"PTEX150"
"S4","ETH",3143,"RBP2b.P87"
"S4","ETH",24025,"LF016"
"S4","ETH",941,"PvCSS"
"S5","ETH",2324,"LF005"
"S5","ETH",2245.5,"EBP"
"S5","ETH",7193.5,"LF010"
"S5","ETH",518,"PTEX150"
"S5","ETH",2053,"RBP2b.P87"
"S5","ETH",21000,"LF016"
"S5","ETH",539,"PvCSS"
"S6","ETH",1352.5,"LF005"
"S6","ETH",1339,"EBP"
"S6","ETH",4536.5,"LF010"
"S6","ETH",293,"PTEX150"
"S6","ETH",1404,"RBP2b.P87"
"S6","ETH",17183.5,"LF016"
"S6","ETH",290,"PvCSS"
"S7","ETH",757,"LF005"
"S7","ETH",756,"EBP"
"S7","ETH",2612,"LF010"
"S7","ETH",163,"PTEX150"
"S7","ETH",907,"RBP2b.P87"
"S7","ETH",13172,"LF016"
"S7","ETH",150.5,"PvCSS"
"S8","ETH",424,"LF005"
"S8","ETH",437,"EBP"
"S8","ETH",1573.5,"LF010"
"S8","ETH",99,"PTEX150"
"S8","ETH",492,"RBP2b.P87"
"S8","ETH",8946.5,"LF016"
"S8","ETH",85,"PvCSS"
"S9","ETH",233,"LF005"
"S9","ETH",252,"EBP"
"S9","ETH",903.5,"LF010"
"S9","ETH",65,"PTEX150"
"S9","ETH",292.5,"RBP2b.P87"
"S9","ETH",5895,"LF016"
"S9","ETH",49.5,"PvCSS"
"S10","ETH",134,"LF005"
"S10","ETH",153,"EBP"
"S10","ETH",537,"LF010"
"S10","ETH",50,"PTEX150"
"S10","ETH",177,"RBP2b.P87"
"S10","ETH",3444,"LF016"
"S10","ETH",32,"PvCSS"
"S1","ETH",13664,"LF005"
"S1","ETH",11548,"EBP"
"S1","ETH",25755,"LF010"
"S1","ETH",4350,"PTEX150"
"S1","ETH",7334,"RBP2b.P87"
"S1","ETH",26261.5,"LF016"
"S1","ETH",5510,"PvCSS"
"S2","ETH",10566,"LF005"
"S2","ETH",9440,"EBP"
"S2","ETH",21950,"LF010"
"S2","ETH",2657,"PTEX150"
"S2","ETH",6422,"RBP2b.P87"
"S2","ETH",26725,"LF016"
"S2","ETH",3221.5,"PvCSS"
"S3","ETH",7288,"LF005"
"S3","ETH",6845.5,"EBP"
"S3","ETH",16479.5,"LF010"
"S3","ETH",1646,"PTEX150"
"S3","ETH",5026,"RBP2b.P87"
"S3","ETH",25992,"LF016"
"S3","ETH",1933,"PvCSS"
"S4","ETH",4917,"LF005"
"S4","ETH",4681,"EBP"
"S4","ETH",11890,"LF010"
"S4","ETH",1029.5,"PTEX150"
"S4","ETH",3720,"RBP2b.P87"
"S4","ETH",24442,"LF016"
"S4","ETH",1147,"PvCSS"
"S5","ETH",2594,"LF005"
"S5","ETH",2547,"EBP"
"S5","ETH",7962,"LF010"
"S5","ETH",591,"PTEX150"
"S5","ETH",2316,"RBP2b.P87"
"S5","ETH",21972,"LF016"
"S5","ETH",629,"PvCSS"
"S6","ETH",1614,"LF005"
"S6","ETH",1590,"EBP"
"S6","ETH",5458,"LF010"
"S6","ETH",355,"PTEX150"
"S6","ETH",1581,"RBP2b.P87"
"S6","ETH",18736,"LF016"
"S6","ETH",361,"PvCSS"
"S7","ETH",943,"LF005"
"S7","ETH",941.5,"EBP"
"S7","ETH",3019.5,"LF010"
"S7","ETH",202,"PTEX150"
"S7","ETH",1050,"RBP2b.P87"
"S7","ETH",14548,"LF016"
"S7","ETH",193,"PvCSS"
"S8","ETH",538,"LF005"
"S8","ETH",570.5,"EBP"
"S8","ETH",1968,"LF010"
"S8","ETH",119.5,"PTEX150"
"S8","ETH",603,"RBP2b.P87"
"S8","ETH",10591,"LF016"
"S8","ETH",112,"PvCSS"
"S9","ETH",286,"LF005"
"S9","ETH",308,"EBP"
"S9","ETH",1140,"LF010"
"S9","ETH",77,"PTEX150"
"S9","ETH",367,"RBP2b.P87"
"S9","ETH",6980.5,"LF016"
"S9","ETH",64,"PvCSS"
"S10","ETH",161,"LF005"
"S10","ETH",193,"EBP"
"S10","ETH",702,"LF010"
"S10","ETH",55,"PTEX150"
"S10","ETH",218,"RBP2b.P87"
"S10","ETH",4585,"LF016"
"S10","ETH",38,"PvCSS"
"S1","ETH",17880,"LF005"
"S1","ETH",14113,"EBP"
"S1","ETH",27837,"LF010"
"S1","ETH",6423,"PTEX150"
"S1","ETH",8978.5,"RBP2b.P87"
"S1","ETH",26704,"LF016"
"S1","ETH",7882,"PvCSS"
"S2","ETH",13923,"LF005"
"S2","ETH",11871,"EBP"
"S2","ETH",26034.5,"LF010"
"S2","ETH",4279.5,"PTEX150"
"S2","ETH",7466.5,"RBP2b.P87"
"S2","ETH",26461,"LF016"
"S2","ETH",5563.5,"PvCSS"
"S3","ETH",10291,"LF005"
"S3","ETH",9277,"EBP"
"S3","ETH",20988.5,"LF010"
"S3","ETH",2491,"PTEX150"
"S3","ETH",5865,"RBP2b.P87"
"S3","ETH",26186,"LF016"
"S3","ETH",3017,"PvCSS"
"S4","ETH",7449,"LF005"
"S4","ETH",6941.5,"EBP"
"S4","ETH",16740.5,"LF010"
"S4","ETH",1615.5,"PTEX150"
"S4","ETH",4990,"RBP2b.P87"
"S4","ETH",26148,"LF016"
"S4","ETH",1952,"PvCSS"
"S5","ETH",5131,"LF005"
"S5","ETH",4660,"EBP"
"S5","ETH",12101,"LF010"
"S5","ETH",1010.5,"PTEX150"
"S5","ETH",4116,"RBP2b.P87"
"S5","ETH",25125,"LF016"
"S5","ETH",1208,"PvCSS"
"S6","ETH",2746.5,"LF005"
"S6","ETH",2719,"EBP"
"S6","ETH",8231,"LF010"
"S6","ETH",600,"PTEX150"
"S6","ETH",2404,"RBP2b.P87"
"S6","ETH",22486,"LF016"
"S6","ETH",666,"PvCSS"
"S7","ETH",1720,"LF005"
"S7","ETH",1722.5,"EBP"
"S7","ETH",5773,"LF010"
"S7","ETH",361,"PTEX150"
"S7","ETH",1775,"RBP2b.P87"
"S7","ETH",19259,"LF016"
"S7","ETH",372,"PvCSS"
"S8","ETH",1031.5,"LF005"
"S8","ETH",1023,"EBP"
"S8","ETH",3226.5,"LF010"
"S8","ETH",208,"PTEX150"
"S8","ETH",1080,"RBP2b.P87"
"S8","ETH",15395,"LF016"
"S8","ETH",213.5,"PvCSS"
"S9","ETH",561.5,"LF005"
"S9","ETH",578.5,"EBP"
"S9","ETH",2082.5,"LF010"
"S9","ETH",124,"PTEX150"
"S9","ETH",697,"RBP2b.P87"
"S9","ETH",11221.5,"LF016"
"S9","ETH",118.5,"PvCSS"
"S10","ETH",312,"LF005"
"S10","ETH",351.5,"EBP"
"S10","ETH",1256.5,"LF010"
"S10","ETH",81,"PTEX150"
"S10","ETH",405.5,"RBP2b.P87"
"S10","ETH",7756,"LF016"
"S10","ETH",70,"PvCSS"
"S1","ETH",16674,"LF005"
"S1","ETH",13860.5,"EBP"
"S1","ETH",26434.5,"LF010"
"S1","ETH",5967.5,"PTEX150"
"S1","ETH",8431,"RBP2b.P87"
"S1","ETH",26225,"LF016"
"S1","ETH",7752,"PvCSS"
"S2","ETH",12877,"LF005"
"S2","ETH",11334,"EBP"
"S2","ETH",23858.5,"LF010"
"S2","ETH",3431,"PTEX150"
"S2","ETH",6966,"RBP2b.P87"
"S2","ETH",24395,"LF016"
"S2","ETH",4957.5,"PvCSS"
"S3","ETH",9509,"LF005"
"S3","ETH",8735,"EBP"
"S3","ETH",20285.5,"LF010"
"S3","ETH",2260.5,"PTEX150"
"S3","ETH",5935,"RBP2b.P87"
"S3","ETH",25172,"LF016"
"S3","ETH",2780.5,"PvCSS"
"S4","ETH",6758,"LF005"
"S4","ETH",6247.5,"EBP"
"S4","ETH",15126,"LF010"
"S4","ETH",1448,"PTEX150"
"S4","ETH",4802.5,"RBP2b.P87"
"S4","ETH",25102,"LF016"
"S4","ETH",1666,"PvCSS"
"S5","ETH",4080,"LF005"
"S5","ETH",3864,"EBP"
"S5","ETH",10561,"LF010"
"S5","ETH",863,"PTEX150"
"S5","ETH",2822,"RBP2b.P87"
"S5","ETH",23604,"LF016"
"S5","ETH",942,"PvCSS"
"S6","ETH",2291,"LF005"
"S6","ETH",2234,"EBP"
"S6","ETH",6877,"LF010"
"S6","ETH",505,"PTEX150"
"S6","ETH",2168,"RBP2b.P87"
"S6","ETH",20696,"LF016"
"S6","ETH",504,"PvCSS"
"S7","ETH",1317,"LF005"
"S7","ETH",1353.5,"EBP"
"S7","ETH",4595.5,"LF010"
"S7","ETH",273,"PTEX150"
"S7","ETH",1396,"RBP2b.P87"
"S7","ETH",17137.5,"LF016"
"S7","ETH",278,"PvCSS"
"S8","ETH",755,"LF005"
"S8","ETH",781,"EBP"
"S8","ETH",2576,"LF010"
"S8","ETH",156,"PTEX150"
"S8","ETH",796.5,"RBP2b.P87"
"S8","ETH",12707.5,"LF016"
"S8","ETH",146,"PvCSS"
"S9","ETH",415.5,"LF005"
"S9","ETH",443.5,"EBP"
"S9","ETH",1629,"LF010"
"S9","ETH",95,"PTEX150"
"S9","ETH",481,"RBP2b.P87"
"S9","ETH",9330,"LF016"
"S9","ETH",87,"PvCSS"
"S10","ETH",228,"LF005"
"S10","ETH",251,"EBP"
"S10","ETH",951,"LF010"
"S10","ETH",65,"PTEX150"
"S10","ETH",280.5,"RBP2b.P87"
"S10","ETH",6070,"LF016"
"S10","ETH",49,"PvCSS"
"S1","ETH",12979,"LF005"
"S1","ETH",11238,"EBP"
"S1","ETH",25557.5,"LF010"
"S1","ETH",4068,"PTEX150"
"S1","ETH",7521,"RBP2b.P87"
"S1","ETH",26498,"LF016"
"S1","ETH",5050,"PvCSS"
"S2","ETH",9352,"LF005"
"S2","ETH",8518,"EBP"
"S2","ETH",20012,"LF010"
"S2","ETH",2252,"PTEX150"
"S2","ETH",5694,"RBP2b.P87"
"S2","ETH",26154,"LF016"
"S2","ETH",2713,"PvCSS"
"S3","ETH",6280,"LF005"
"S3","ETH",5823,"EBP"
"S3","ETH",14784,"LF010"
"S3","ETH",1388,"PTEX150"
"S3","ETH",4623.5,"RBP2b.P87"
"S3","ETH",24788,"LF016"
"S3","ETH",1602,"PvCSS"
"S4","ETH",3925.5,"LF005"
"S4","ETH",3690,"EBP"
"S4","ETH",10181,"LF010"
"S4","ETH",840,"PTEX150"
"S4","ETH",2929,"RBP2b.P87"
"S4","ETH",23562,"LF016"
"S4","ETH",908,"PvCSS"
"S5","ETH",2196,"LF005"
"S5","ETH",2083,"EBP"
"S5","ETH",6775,"LF010"
"S5","ETH",476.5,"PTEX150"
"S5","ETH",2008,"RBP2b.P87"
"S5","ETH",20739,"LF016"
"S5","ETH",488,"PvCSS"
"S6","ETH",1279,"LF005"
"S6","ETH",1230,"EBP"
"S6","ETH",4408,"LF010"
"S6","ETH",269,"PTEX150"
"S6","ETH",1375,"RBP2b.P87"
"S6","ETH",16869.5,"LF016"
"S6","ETH",271,"PvCSS"
"S7","ETH",716.5,"LF005"
"S7","ETH",707.5,"EBP"
"S7","ETH",2516,"LF010"
"S7","ETH",154,"PTEX150"
"S7","ETH",769,"RBP2b.P87"
"S7","ETH",12605,"LF016"
"S7","ETH",153.5,"PvCSS"
"S8","ETH",407,"LF005"
"S8","ETH",423,"EBP"
"S8","ETH",1529,"LF010"
"S8","ETH",95,"PTEX150"
"S8","ETH",466,"RBP2b.P87"
"S8","ETH",8879.5,"LF016"
"S8","ETH",86,"PvCSS"
"S9","ETH",221,"LF005"
"S9","ETH",244,"EBP"
"S9","ETH",906,"LF010"
"S9","ETH",63,"PTEX150"
"S9","ETH",268.5,"RBP2b.P87"
"S9","ETH",5677,"LF016"
"S9","ETH",50,"PvCSS"
"S10","ETH",123,"LF005"
"S10","ETH",150,"EBP"
"S10","ETH",528,"LF010"
"S10","ETH",48,"PTEX150"
"S10","ETH",169,"RBP2b.P87"
"S10","ETH",3304,"LF016"
